"","GeneID","Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","MDPL_FW_1","MDPL_FW_2","MDPL_FW_3","MDPP_FW_1","MDPP_FW_2","MDPP_FW_3"
"22872","Funhe2EKm042667","Creatine kinase S-type, mitochondrial (50%U)",5257.65548249049,-9.44823360211616,1.22724131475929,-7.69875776547609,1.37395345150521e-14,1.69106190811262e-10,23.6887210037914,18.7464550308582,4.35870737781107,15685.6124986996,8023.90709969991,8807.0042260235
"12415","Funhe2EKm023284","Inter-alpha-trypsin inhibitor heavy chain H3 (58%M)",253.929832631479,4.07184813192259,0.625620950626169,6.50849068888626,7.59096136456903e-11,6.22863683167438e-07,123.767248256011,327.911879933995,333.048999112206,12.5278338527479,18.7472994136162,15.7608646286939
"14425","Funhe2EKm026204","Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4b (100%P)",2402.98728622645,-3.39551839345224,0.537049503849784,-6.32254265037359,2.57293974871063e-10,1.58338712135652e-06,324.227979738141,385.720637305734,356.153006631808,3856.95035774876,4327.16293176959,3033.49407208698
"6734","Funhe2EKm010855","Heterogeneous nuclear ribonucleoprotein A3 (89%P)",150.354810958372,2.61445107690009,0.420542975511233,6.21684638465745,5.0724590362165e-10,2.08106086059176e-06,227.656114228723,223.217680415489,249.079421910841,50.4160062235765,43.3395754929901,21.0810148146339
"11654","Funhe2EKm022067","Type-2 ice-structuring protein (100%T)",400.688974997059,4.42515658732745,0.71068858355419,6.22657615406881,4.76738546756648e-10,2.08106086059176e-06,3203.96792938772,1176.60513395647,231.731524008271,70.9706542959661,55.5752043239582,87.7902872121906
"6927","Funhe2EKm011275","Zinc finger protein Gfi-1 (99%P)",190.713075140981,1.92580407238746,0.317739185455945,6.0609586747193,1.35312598121082e-09,4.16356864418568e-06,460.508754031273,337.168716663382,240.353538678461,93.8803828987123,65.4091436903192,111.524317879843
"20034","Funhe2EKm036667","Transient receptor potential cation channel subfamily M member 2 (83%M)",129.70780738986,5.63508785533514,0.933604544697136,6.03584021451307,1.58137674081787e-09,4.32524109466363e-06,167.707189750362,162.004381158411,375.008045136676,4.65840372447907,3.93361762199939,5.49003103700137
"8975","Funhe2EKm015588","Septin-4 (100%P)",65.8720564966797,5.36511249732646,0.939254531684109,5.71209647262139,1.11592792739594e-08,2.28914015506487e-05,12.4601976469389,940.831195001181,132.768834238889,3.87905272180777,9.18985673264798,13.2869834766753
"21495","Funhe2EKm038778","Uncharacterized protein",470.013365706571,5.02601679603834,0.890106969741932,5.64653122252883,1.63717444038286e-08,3.10005277111266e-05,3845.8366113368,920.833830111286,387.054136502359,51.1455639210855,6.09973055020925,99.7090015815404
"2876","Funhe2EKm004295","Pancreatic progenitor cell differentiation and proliferation factor B (100%T)",3994.06717722689,-1.49220325280097,0.275745037188805,-5.41153258101704,6.2487622026584e-08,0.000109871093129028,2360.55024095421,2790.12089448727,1321.0291148829,4710.76446774797,6546.15400064038,6937.0990552791
"21084","Funhe2EKm038228","Deleted in lung and esophageal cancer protein (100%P)",103.339348838185,2.51529670704813,0.468417858861513,5.36977115509973,7.88366179449239e-08,0.000122666698519889,577.597738187298,214.034864694952,260.597729249722,79.8899999003307,50.5251380924057,53.5597425604503
"1786","Funhe2EKm002552","Guanine nucleotide-binding protein 3 protein-like (96%P)",107.679505457366,-4.0340490016038,0.766146633957412,-5.26537456774631,1.39903814235118e-07,0.000202580723012451,22.1083871857946,5.13637482112896,11.5163113952487,268.134215068995,133.768942313028,237.942937327852
"11061","Funhe2EKm020482","Pregnancy-specific beta-1-glycoprotein (83%T)",69.7774674021258,3.06747752303764,0.589964615750248,5.19942627260244,1.99904599410059e-07,0.000273380645504335,63.4773072320602,117.450570349804,154.670659473412,15.7003635606356,23.859268726693,3.19367259575804
"5874","Funhe2EKm009332","Nuclear pore complex-interacting protein (86%C)",62.1743622098627,5.68248094136682,1.09862819267283,5.1723421802439,2.31177734401876e-07,0.000299509005791399,48.9637392642047,150.539708708171,124.138485177996,1.55492722615831,2.62799869779693,2.21923069043634
"10564","Funhe2EKm019228","Pyridine nucleotide-disulfide oxidoreductase domain-containing protein (100%T)",129.06224923329,-1.29374592566499,0.252684922629962,-5.1199965245239,3.05541287434475e-07,0.000374459240392575,58.8955685651269,82.4437350439194,68.1931248114974,196.396525292536,168.355101295744,144.24157616063
"17546","Funhe2EKm030717","Zinc finger protein 592 (100%S)",49.4575290558751,1.59370444560737,0.311782309863458,5.11159355482778,3.19452553146087e-07,0.000374459240392575,96.3395010852936,99.7844284265539,77.8028359384097,25.6333262770256,26.2031591115478,37.7283901103296
"15116","Funhe2EKm027169","Transmembrane 4 L6 family member (99%P)",328.947879546731,1.99687803080942,0.393686860918286,5.07224962029885,3.93140219347276e-07,0.000439888165429661,1057.30329402575,512.979816247404,308.535406875631,149.987745689551,123.041894726101,196.84089149019
"6225","Funhe2EKm009986","Endonuclease domain-containing 1 protein (82%T)",384.441426075635,3.57016054045174,0.709168982862131,5.03428749244355,4.79629407942608e-07,0.000498682328773713,404.16755856943,2445.8055372373,2732.09949946859,101.369044959768,300.493723155585,69.9382089611142
"22167","Funhe2EKm039724","Uncharacterized protein (85%M)",29.0284917257056,2.50260943943344,0.497370657089556,5.03167889733958,4.86203115476484e-07,0.000498682328773713,56.3957948398679,66.3064210226224,43.7516258714361,6.2206854257627,13.7830962482736,9.95098573375253
"1680","Funhe2EKm002405","Epstein-Barr nuclear antigen (100%M)",1091.65921751577,-3.97971007671628,0.796169151167276,-4.9985735705554,5.77559704466276e-07,0.00052265706126815,130.452448316034,128.096977861677,131.721332417619,2404.20231880042,2669.10962464809,1084.49058961191
"6224","Funhe2EKm009984","Endonuclease domain-containing 1 protein (89%T)",199.804206686943,2.30928516803253,0.461844060589764,5.00014044801967,5.72885676734654e-07,0.00052265706126815,224.760727349105,737.67231690687,805.00649183454,114.021547695296,124.954271855093,117.645801148226
"10172","Funhe2EKm018299","Ig lambda chain V region 4A (100%T)",95.7777602822614,1.24752469118943,0.250546358469282,4.97921701521113,6.38420251500476e-07,0.00052384509703119,148.745739781522,159.936994723317,176.016146103873,58.4034436735664,75.8837424626841,71.3200281605001
"18050","Funhe2EKm033697","Sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) (95%P)",208.681780323802,1.90065322867068,0.385806317965058,4.92644402169384,8.37395878584228e-07,0.000664946353136431,625.280913641167,316.640076511047,202.260441428688,98.5153215656744,112.945977540248,95.26497629407
"7752","Funhe2EKm012958","Stonustoxin subunit beta (100%P)",1244.96068336441,-3.14405464581993,0.640216967427899,-4.91092052503906,9.06498261011715e-07,0.000676192763426194,378.622461003345,351.678700818624,582.395948471565,3696.9299721298,649.579848416766,7262.03181533323
"14397","Funhe2EKm026162","Neuronal acetylcholine receptor subunit alpha-7 (100%T)",119.952861218393,-2.44507297612271,0.497771923797048,-4.91203472761477,9.01360830085341e-07,0.000676192763426194,92.9164583374994,72.6867976169015,50.1768555640772,82.2939698632983,528.464099959739,562.194983181144
"22398","Funhe2EKm040062","Serine protease MASP3 (100%P)",456.371370253291,5.8494321918709,1.19322847070113,4.90218959361053,9.47742988030298e-07,0.000686165923333936,3337.06274165377,123.367897914128,1243.78365234914,43.8453528297935,26.0643934040012,11.5647978185489
"11032","Funhe2EKm020406","Serine protease inhibitor Kazal-type (95%M)",546.015099938585,-3.05082401078649,0.626577249674472,-4.86903093333104,1.12146853246822e-06,0.000788744839863931,214.434365927365,138.157299277318,217.377730254821,1082.38205704215,1093.39128005664,2549.66324618209
"10787","Funhe2EKm019817","Placenta-specific gene 8 protein (99%P)",1114.80804098789,-1.02982218552945,0.21290086482277,-4.83709723953792,1.31748984436447e-06,0.000900870278024326,481.959493253485,644.092018477469,479.814164038081,1010.96609498355,1013.21051930911,1245.77299701149
"3209","Funhe2EKm004824","Low choriolytic enzyme (95%P)",2307.12269184166,-2.62582751292585,0.546650128022506,-4.80348833434782,1.55924977622902e-06,0.00103736466193659,862.677775535581,450.519935105498,616.922309785536,4293.30241093901,4376.36382554539,3247.09779181984
